cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49
I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
I2,1,0,1,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,2,1,0,2,0,1,0,1,0,0,0,2,0,1,0,2,0,2,0,0,1,0,1,1,1,1,0,0,0,0,2
I3,1,0,1,1,0,0,1,0,0,1,1,1,2,1,0,0,0,2,0,2,1,2,2,0,1,0,1,0,0,2,2,0,1,1,2,0,2,0,0,1,0,1,1,1,1,0,1,0,2,2
I4,1,0,1,1,0,0,1,1,0,1,1,1,2,1,2,0,2,2,0,2,1,2,2,0,1,0,1,0,2,2,2,0,1,1,2,0,2,2,0,1,0,1,1,1,1,0,1,1,2,2
216_8,1,0,1,1,0,0,1,1,0,1,1,1,2,1,2,0,2,2,0,2,1,2,2,0,1,0,1,0,2,2,2,0,1,1,2,0,2,2,0,1,1,1,1,1,1,0,1,1,2,2
216_7,1,0,1,1,0,0,1,1,0,1,1,1,2,1,2,0,2,2,0,2,1,2,2,0,1,0,1,0,2,2,2,0,1,1,2,0,2,2,1,1,0,1,1,1,1,0,1,1,2,2
I5,1,0,1,1,0,0,1,1,0,1,1,1,2,1,0,0,0,2,0,2,1,2,2,0,1,0,1,0,0,2,2,0,1,1,2,0,2,2,0,1,1,1,1,1,1,0,1,0,2,2
216_6,1,0,1,1,0,0,1,1,0,1,1,1,2,1,0,0,0,2,0,2,1,2,2,0,1,0,1,0,0,2,2,0,1,1,2,0,2,2,0,1,1,1,1,1,1,0,1,0,2,2
216_5,1,2,1,1,0,0,1,1,0,1,1,1,2,1,0,0,0,2,0,2,1,2,2,0,1,0,1,0,0,2,2,0,1,1,2,0,2,2,0,1,1,1,1,1,1,0,1,0,2,2
I6,1,0,1,0,0,0,1,0,0,1,1,1,2,1,0,2,0,0,1,2,1,2,2,0,1,0,1,0,0,0,2,2,1,0,2,0,2,0,0,1,0,1,1,1,1,1,0,0,0,2
I7,1,0,1,0,0,0,1,0,0,1,1,1,2,1,2,2,0,0,1,2,1,2,2,0,1,0,1,0,0,0,2,2,1,0,2,1,2,0,0,1,0,1,1,1,1,1,0,2,1,2
216_4,1,0,1,0,0,0,1,0,0,1,1,1,2,1,2,2,0,0,1,2,1,2,2,0,1,0,1,0,0,0,2,2,1,0,2,1,2,0,0,1,0,1,1,1,1,1,0,2,1,2
216_3,1,0,1,0,0,0,1,0,0,1,1,1,2,1,2,2,0,0,1,2,1,2,2,0,1,0,1,0,0,0,2,2,1,0,2,1,2,0,0,1,0,1,1,1,1,1,0,2,1,2
I8,1,0,1,2,0,0,1,0,0,1,1,1,2,1,0,2,0,0,1,2,1,2,2,0,1,0,1,0,0,0,2,2,1,0,2,0,2,0,0,1,0,1,1,1,1,1,0,0,0,2
216_2,1,0,1,2,0,0,1,2,0,1,1,1,2,1,0,2,0,0,1,2,1,2,2,0,1,0,1,0,0,0,2,2,1,0,2,0,2,0,0,1,0,1,1,1,1,1,0,0,0,2
216_1,1,0,1,2,0,0,1,0,0,1,1,1,2,1,0,2,0,0,1,2,1,2,2,0,1,0,1,0,0,0,2,2,1,0,2,0,2,0,0,1,0,1,1,1,1,1,0,0,0,2
I9,1,0,1,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,1,1,0,1,0,2,0,2,0,0
I10,1,0,1,0,0,2,2,1,0,0,1,2,1,0,2,0,0,0,2,2,2,0,0,2,2,0,0,0,2,1,0,0,1,0,2,1,0,1,0,1,1,1,1,1,0,2,2,2,2,0
I11,1,0,1,0,0,2,2,1,2,0,1,2,1,0,2,0,2,0,2,2,2,0,1,2,2,0,0,0,2,1,0,0,1,0,2,1,0,1,0,1,1,1,1,1,0,2,2,2,2,0
216_16,1,0,1,0,0,2,2,1,2,0,1,2,1,0,2,2,2,0,2,2,2,0,1,2,2,0,0,1,2,1,0,0,1,0,2,1,0,1,0,1,1,1,1,1,0,2,2,2,2,1
216_15,1,0,1,0,0,2,2,1,2,0,1,2,1,0,2,2,2,2,2,2,2,0,1,2,2,2,0,0,2,1,0,0,1,0,2,1,0,1,0,1,1,1,1,1,2,2,2,2,2,0
I12,1,0,1,0,0,2,2,1,1,0,1,2,1,0,2,1,2,0,2,2,2,0,1,2,2,2,0,0,2,1,0,0,1,0,2,1,0,1,0,1,1,1,1,1,0,2,2,2,2,0
216_14,1,1,1,0,0,2,2,1,1,0,1,2,1,0,2,1,2,0,2,2,2,0,1,2,2,2,0,0,2,1,0,0,1,0,2,1,0,1,0,1,1,1,1,1,0,2,2,2,2,0
216_13,1,0,1,0,0,2,2,1,1,2,1,2,1,0,2,1,2,0,2,2,2,0,1,2,2,2,0,0,2,1,0,0,1,0,2,1,0,1,0,1,1,1,1,1,0,2,2,2,2,1
I13,1,0,1,2,0,2,2,0,2,0,1,0,0,0,2,0,0,0,0,2,2,1,0,0,0,2,0,0,0,2,1,0,1,0,2,1,0,1,0,1,1,1,2,1,0,2,0,2,0,2
216_12,1,0,1,2,1,2,2,1,2,0,1,0,0,1,2,1,0,1,0,2,2,1,1,0,1,2,0,1,0,2,1,1,1,0,2,1,0,1,0,1,1,1,2,1,0,2,0,2,1,2
I14,1,0,1,2,0,2,2,0,2,0,1,0,1,0,2,0,0,0,0,2,2,1,0,0,0,2,0,0,0,2,1,0,1,2,2,1,0,1,0,1,1,1,2,1,0,2,0,2,0,2
216_10,1,0,1,2,2,2,2,0,2,0,1,0,1,0,2,0,0,2,1,2,2,1,0,0,0,2,2,0,0,2,1,1,1,2,2,1,0,1,0,1,1,1,2,1,0,2,0,2,0,2
216_9,1,1,1,2,0,2,2,0,2,1,1,0,1,0,2,0,1,0,0,2,2,1,0,0,0,2,0,0,0,2,1,0,1,2,2,1,0,1,0,1,1,1,2,1,0,2,0,2,0,2
I15,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0
I16,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,1,0,2,0,0,0,0
216_33,1,0,1,1,0,2,2,0,2,1,1,1,1,0,2,2,0,1,1,0,1,0,2,1,2,0,2,0,0,0,2,0,2,0,2,1,1,2,1,0,2,2,2,1,0,2,2,2,2,2
I17,1,0,1,0,2,1,0,2,0,1,1,1,1,1,0,2,2,1,1,0,1,0,2,0,2,0,0,0,1,1,0,2,0,0,1,1,1,2,0,0,0,2,0,1,0,2,0,2,0,2
216_31,1,1,1,0,2,1,0,2,0,1,1,1,1,1,2,2,2,1,1,0,1,0,2,1,2,2,2,0,1,1,0,2,0,0,1,1,1,2,0,0,2,2,1,1,2,2,2,2,0,2
I18,1,0,1,0,2,1,0,2,0,1,1,1,1,1,0,2,2,1,1,0,1,0,2,0,2,0,0,1,1,1,0,2,0,0,1,1,1,2,1,0,0,2,2,1,0,2,0,2,2,2
216_29,1,0,1,0,2,1,0,2,0,1,1,1,1,1,0,2,2,1,1,0,1,0,2,0,2,0,0,1,1,1,0,2,0,0,1,1,1,2,1,0,0,2,2,1,0,2,2,2,2,2
216_28,1,0,1,0,2,1,0,2,0,1,1,1,1,1,0,2,2,1,1,0,1,0,2,2,2,0,0,1,1,1,0,2,0,0,1,1,1,2,1,0,2,2,2,1,0,2,0,2,2,2
I19,0,0,1,0,2,1,0,0,2,1,1,1,1,2,2,2,1,1,1,0,1,0,1,0,2,2,0,0,0,2,0,0,1,0,2,0,1,2,0,0,0,2,2,1,0,0,0,2,0,0
I20,0,2,1,0,2,1,0,2,2,1,1,1,1,2,2,2,1,1,1,0,1,0,1,2,2,2,2,0,0,2,0,2,1,2,2,0,1,2,0,1,1,2,2,1,2,0,0,2,1,0
I21,1,2,1,0,2,1,0,2,2,1,1,1,1,2,2,2,1,1,1,2,1,0,1,2,2,2,2,0,0,2,0,2,1,2,2,2,1,2,0,1,1,2,2,1,2,0,0,2,1,2
216_25,1,2,1,0,2,1,0,2,2,1,1,1,1,2,2,2,1,1,1,2,1,0,1,2,2,2,2,0,0,2,0,2,1,2,2,2,1,2,0,1,1,2,2,1,2,0,0,2,1,2
216_24,1,2,1,0,2,1,0,2,2,1,1,1,1,2,2,2,1,1,1,2,1,0,1,2,2,2,2,0,0,2,0,2,1,2,2,2,1,2,0,1,1,2,2,1,2,0,0,2,1,2
I22,1,2,1,0,2,1,0,2,2,1,1,1,1,2,2,2,1,1,1,1,1,0,1,2,2,2,2,2,0,2,0,2,1,2,2,0,1,2,1,1,1,2,2,1,2,0,0,2,1,0
216_27,1,2,1,0,2,1,0,2,2,1,1,1,1,2,2,2,1,1,1,1,1,0,1,2,2,2,2,2,0,2,0,2,1,2,2,0,1,2,1,1,1,2,2,1,2,0,0,2,1,1
216_26,1,2,1,0,2,1,0,2,2,1,1,1,1,2,2,2,1,1,1,1,1,0,1,2,2,2,2,2,0,2,0,2,1,2,2,0,1,2,1,1,1,2,2,1,2,0,0,2,1,0
I23,0,0,1,0,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,0,0,2,0,0,1,0,2,0,1,2,0,0,0,2,2,1,0,0,0,2,0,0
216_23,1,0,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,0,2,2,1,2,0,0,0,2,2,1,0,0,0,2,0,0
I24,2,0,1,0,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,0,0,2,0,0,1,0,2,1,1,2,0,0,0,2,2,1,0,0,2,2,0,0
216_18,2,0,1,0,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,0,0,2,0,0,1,0,2,1,1,2,0,0,0,2,2,1,0,0,2,2,0,0
216_17,2,0,1,0,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,0,0,2,0,0,1,0,2,1,1,2,0,0,0,2,2,1,0,0,2,2,0,0
Evolve tree: [&R] (((((216_17:6,216_18:6)I24:78,216_23:84)I23:49,((216_26:10,216_27:10)I22:34,(216_24:5,216_25:5)I21:39)I20:89)I19:41,(((216_28:26,216_29:26)I18:41,216_31:67)I17:59,216_33:126)I16:48)I15:41,((((216_9:26,216_10:26)I14:45,216_12:71)I13:54,((216_13:27,216_14:27)I12:42,(216_15:27,216_16:27)I11:42)I10:56)I9:43,(((216_1:6,216_2:6)I8:38,(216_3:5,216_4:5)I7:39)I6:39,((216_5:4,216_6:4)I5:35,(216_7:3,216_8:3)I4:36)I3:44)I2:85)I1:47)I0;
