cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,2,0,0,2,2,0,2
I2,0,0,1,2,0,0,2,2,0,2
I3,0,1,1,2,0,0,2,2,0,2
216_6,0,1,1,2,0,0,2,2,0,2
216_5,0,1,1,2,0,0,2,2,0,2
I4,0,1,1,2,0,0,2,2,0,2
216_8,0,1,1,2,0,0,2,2,1,2
216_7,0,1,1,2,0,0,2,2,0,2
I5,0,0,2,2,0,0,2,2,2,2
I6,0,0,2,2,0,2,2,2,2,2
216_4,0,0,2,2,0,2,2,2,2,2
216_3,0,0,2,2,0,2,2,2,2,2
I7,0,0,2,2,0,0,2,2,2,2
216_2,0,0,2,2,0,0,2,2,2,2
216_1,0,0,2,2,0,2,2,2,2,2
I8,0,0,0,0,0,0,0,0,0,0
I9,1,0,0,0,0,0,0,0,1,1
I10,1,0,0,0,0,0,1,0,1,1
I11,1,1,0,1,0,0,1,0,1,1
216_18,1,1,0,1,0,0,1,0,1,1
216_17,1,1,0,1,0,0,1,0,1,1
I12,1,1,0,2,1,1,1,2,1,1
216_20,1,1,0,2,1,1,1,2,1,1
216_19,1,1,0,2,1,1,1,2,1,1
I13,1,0,1,2,0,0,1,1,1,1
I14,1,2,1,2,0,2,1,1,1,1
216_22,1,2,1,2,0,2,1,1,1,1
216_21,1,2,1,2,0,2,1,1,1,1
I15,1,0,1,2,0,1,1,1,1,1
216_24,1,0,1,2,0,1,1,1,1,1
216_23,1,0,1,2,0,1,1,1,1,1
I16,0,0,0,0,1,0,0,0,0,0
216_13,1,0,2,0,1,2,0,1,2,2
I17,0,0,1,0,1,0,0,1,0,1
216_16,0,0,1,0,1,0,1,1,0,1
216_15,0,0,1,0,1,1,0,1,0,1
Evolve tree: [&R] ((((216_15:12,216_16:12)I17:126,216_13:138)I16:46,(((216_23:23,216_24:23)I15:54,(216_21:13,216_22:13)I14:64)I13:56,((216_19:13,216_20:13)I12:62,(216_17:5,216_18:5)I11:70)I10:58)I9:51)I8:31,(((216_1:36,216_2:36)I7:44,(216_3:25,216_4:25)I6:55)I5:54,((216_7:22,216_8:22)I4:56,(216_5:18,216_6:18)I3:60)I2:56)I1:81)I0;
