cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49
I0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,2,0,0,0,0,1,0,0,0,0,2,2
I1,1,0,2,0,0,1,0,1,2,1,1,1,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,2,0,2,1,2,0,2,0,1,0,0,1,0,1,0,0,2,2
I2,1,0,2,2,0,1,0,1,2,1,1,1,1,2,1,2,2,2,0,1,2,0,1,1,2,1,0,1,0,0,1,1,2,0,2,1,2,2,2,2,1,0,1,1,0,1,2,1,2,2
216_12,1,0,2,2,0,1,0,1,2,1,1,1,1,2,1,2,2,2,0,1,2,0,1,1,2,1,0,1,0,0,1,1,2,0,2,1,2,2,2,2,1,0,1,1,0,1,2,1,2,2
216_11,1,0,2,2,0,1,0,1,2,1,1,1,1,2,1,2,2,2,1,1,2,0,1,1,2,1,0,1,0,0,1,1,2,0,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2
I3,1,0,2,0,0,1,1,1,2,1,1,1,0,2,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,2,1,1,2,0,2,1,2,0,2,0,1,1,0,1,0,1,0,0,2,2
I4,1,0,2,0,0,1,1,1,2,1,1,1,2,2,1,1,0,1,0,1,2,0,1,1,0,0,0,1,1,2,1,1,2,2,2,1,2,0,2,1,1,1,0,1,0,1,2,0,2,2
216_8,1,0,2,0,0,1,1,1,2,1,1,1,2,2,1,1,0,1,0,1,2,0,1,1,0,0,0,1,1,2,1,1,2,2,2,1,2,0,2,1,1,1,0,1,1,1,2,1,2,2
216_7,1,0,2,0,0,1,1,1,2,1,1,1,2,2,1,1,0,1,0,1,2,0,1,1,0,0,0,1,1,2,1,1,2,2,2,1,2,0,2,1,1,1,0,1,0,1,2,0,2,2
I5,1,0,2,2,0,1,1,1,2,1,1,1,0,2,1,1,0,0,0,1,2,0,1,1,2,2,0,1,1,2,1,1,2,0,2,1,2,0,2,0,1,1,0,1,0,1,0,0,2,2
216_10,1,0,2,2,0,1,1,1,2,1,1,1,0,2,1,1,0,0,0,1,2,0,1,1,2,2,0,1,1,2,1,1,2,0,2,1,2,0,2,0,1,1,0,1,0,1,2,0,2,2
216_9,1,0,2,2,0,1,1,1,2,1,1,1,0,2,1,1,0,0,0,1,2,0,1,1,2,2,0,1,1,2,1,1,2,0,2,1,2,1,2,0,1,1,0,1,0,1,0,0,2,2
I6,0,0,2,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,1,2,2,0,0,2,0,2,1,1,0,0,2,1,0,1,2,0,2,0,2,0,0,0,0,1,0,1,0,0,2,2
I7,0,0,2,0,1,1,1,0,0,0,1,1,0,2,0,2,0,0,1,2,2,0,1,2,0,2,1,1,0,0,2,1,0,1,2,0,2,2,2,0,2,0,0,1,0,1,0,2,2,2
216_2,0,1,2,0,1,1,1,1,0,0,1,1,0,2,2,2,0,0,1,2,2,2,1,2,2,2,1,1,0,0,2,1,0,1,2,1,2,2,2,0,2,0,0,1,0,1,0,2,2,2
216_1,0,2,2,0,1,1,1,0,2,0,1,1,2,2,0,2,1,2,1,2,2,0,1,2,0,2,1,1,0,0,2,1,0,1,2,0,2,2,2,0,2,0,2,1,0,1,0,2,2,2
I8,2,1,2,2,0,1,1,0,1,1,1,1,1,2,0,1,2,0,1,2,2,0,0,2,2,2,1,1,0,0,2,1,1,1,2,0,2,0,2,0,0,0,0,1,0,1,1,0,2,2
I9,2,1,2,2,0,1,1,0,1,1,1,1,1,2,0,1,2,0,1,2,2,0,0,2,2,2,1,1,0,0,2,1,1,1,2,0,2,2,2,0,0,0,0,1,0,1,1,0,2,2
216_6,2,1,2,2,0,1,1,0,1,1,1,1,1,2,0,1,2,0,1,2,2,0,0,2,2,2,1,1,0,0,2,1,1,1,2,0,2,2,2,0,0,1,0,1,0,1,1,0,2,2
216_5,2,1,2,2,0,1,1,0,1,1,1,1,1,2,0,1,2,0,1,2,2,0,0,2,2,2,1,1,0,0,2,1,1,1,2,0,2,2,2,0,0,0,0,1,0,1,1,1,2,2
I10,2,1,2,2,0,1,1,1,1,1,1,1,1,2,0,1,2,0,1,2,2,0,0,2,2,2,1,1,1,0,2,1,1,1,2,0,2,0,2,2,0,0,0,1,0,1,1,0,2,2
216_4,2,1,2,2,0,1,1,1,1,1,1,1,1,2,0,1,2,0,1,2,2,0,0,2,2,2,1,1,1,0,2,1,1,1,2,0,2,0,2,2,0,0,0,1,0,1,1,0,2,2
216_3,2,1,2,2,0,1,1,1,1,1,1,1,1,2,0,1,2,0,1,2,2,0,0,2,2,2,1,1,1,0,2,1,1,1,2,0,2,0,2,2,0,0,0,1,0,1,1,0,2,2
Evolve tree: [&R] ((((216_3:13,216_4:13)I10:46,(216_5:8,216_6:8)I9:51)I8:84,(216_1:48,216_2:48)I7:95)I6:47,(((216_9:22,216_10:22)I5:54,(216_7:18,216_8:18)I4:58)I3:64,(216_11:19,216_12:19)I2:121)I1:50)I0:25;
