cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,1,0,0,0,0,1,1,0
I1,1,0,1,0,0,2,0,1,1,0
I2,1,0,1,0,1,2,2,1,1,0
216_10,1,0,1,0,1,2,2,1,1,0
216_9,1,0,1,0,1,2,2,1,1,0
I3,1,2,1,0,0,2,0,1,1,0
216_15,1,2,1,1,0,2,1,1,1,0
I4,1,2,1,0,0,2,0,1,1,0
216_14,1,2,1,0,1,2,0,1,1,0
216_13,1,2,1,0,0,2,0,1,1,1
I5,0,0,1,1,0,0,0,1,1,2
I6,2,0,1,1,0,0,0,1,1,2
I7,2,0,1,1,2,0,0,1,1,2
216_2,2,0,1,1,2,0,0,1,1,2
216_1,2,0,1,1,2,0,0,1,1,2
I8,2,0,1,1,0,0,0,1,1,2
216_4,2,0,1,1,0,0,0,1,1,2
216_3,2,0,1,1,0,0,0,1,1,2
I9,0,2,1,1,0,2,0,1,1,2
216_7,0,2,1,1,0,2,0,1,1,2
I10,0,2,1,1,0,2,0,1,1,2
216_6,0,2,1,1,0,2,0,1,1,2
216_5,0,2,1,1,2,2,0,1,1,2
Evolve tree: [&R] ((((216_5:27,216_6:27)I10:43,216_7:70)I9:53,((216_3:23,216_4:23)I8:43,(216_1:22,216_2:22)I7:44)I6:57)I5:48,(((216_13:29,216_14:29)I4:37,216_15:66)I3:57,(216_9:23,216_10:23)I2:100)I1:48)I0:44;
