cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,1,0,0,2,0,0,1,0,0
I2,2,1,0,0,2,0,0,1,0,2
216_1,2,1,0,0,2,2,2,1,0,2
I3,2,1,0,0,2,0,2,1,0,2
216_3,2,1,0,0,2,0,2,1,0,2
I4,2,1,0,0,2,0,2,1,0,2
216_4,2,1,0,0,2,0,2,1,0,2
216_5,2,1,0,0,2,0,2,1,0,2
I5,0,1,0,0,2,0,0,1,2,0
I6,1,1,2,0,2,0,0,1,2,0
216_10,1,1,2,1,2,2,0,1,2,1
I7,1,1,2,0,2,0,0,1,2,0
216_13,1,1,2,0,2,0,0,1,2,0
216_12,1,1,2,0,2,0,0,1,2,0
I8,0,1,0,0,2,0,0,1,2,0
I9,0,1,0,0,2,1,1,1,2,2
216_9,0,1,0,0,2,1,1,1,2,2
216_8,0,1,0,0,2,1,1,1,2,2
I10,0,1,0,2,2,0,2,1,2,0
216_7,0,1,0,2,2,0,2,1,2,0
216_6,0,1,0,2,2,0,2,1,2,0
I11,0,0,0,0,2,0,0,2,0,1
I12,2,2,1,0,2,1,1,2,1,1
216_15,2,2,1,0,2,1,1,2,1,1
216_14,2,2,1,0,2,1,1,2,1,1
I13,0,2,0,0,2,0,0,2,0,1
I14,0,2,1,0,2,2,0,2,0,1
216_25,0,2,1,1,2,2,1,2,2,1
I15,1,2,1,1,2,2,1,2,1,1
216_23,1,2,1,1,2,2,1,2,1,1
216_22,1,2,1,1,2,2,1,2,1,1
I16,2,2,0,0,2,0,0,2,0,1
I17,2,2,0,0,2,0,0,2,2,1
216_27,2,2,2,0,2,0,0,2,2,1
216_26,2,2,2,0,2,0,0,2,2,1
I18,2,2,0,0,2,0,1,2,0,1
I19,2,2,0,0,2,0,1,2,2,1
216_31,2,2,0,0,2,0,1,2,2,1
216_30,2,2,0,0,2,0,1,2,2,1
I20,2,2,1,0,2,0,1,2,0,1
216_29,2,2,1,0,2,0,1,2,0,1
216_28,2,2,1,0,2,0,1,2,0,1
Evolve tree: [&R] ((((((216_28:3,216_29:3)I20:38,(216_30:1,216_31:1)I19:40)I18:48,(216_26:37,216_27:37)I17:52)I16:48,((216_22:33,216_23:33)I15:53,216_25:86)I14:51)I13:45,(216_14:36,216_15:36)I12:146)I11:33,((((216_6:5,216_7:5)I10:43,(216_8:4,216_9:4)I9:44)I8:40,((216_12:5,216_13:5)I7:40,216_10:45)I6:43)I5:48,(((216_5:4,216_4:4)I4:42,216_3:46)I3:40,216_1:86)I2:50)I1:79)I0;
