cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
216_2,1,1,0,1,1,0,1,2,1,0
I1,1,0,2,0,0,0,0,0,0,0
I2,1,0,2,0,0,0,0,0,1,2
I3,1,0,2,0,0,1,1,0,1,2
216_14,1,0,2,0,0,1,1,0,1,2
216_13,1,0,2,0,0,1,1,0,1,2
I4,1,0,2,0,0,0,0,2,1,2
I5,1,0,2,0,0,0,2,2,1,2
216_16,1,0,2,0,0,0,2,2,1,2
216_15,1,0,2,0,0,0,2,2,1,2
I6,1,2,2,0,0,0,2,2,1,2
216_18,1,2,2,0,0,0,2,2,1,2
216_17,1,2,2,0,0,0,2,2,1,2
I7,1,0,2,2,0,1,1,2,0,2
I8,1,2,2,2,0,1,1,2,0,2
I9,1,2,2,2,0,1,1,2,0,2
216_11,1,2,2,2,0,1,1,2,0,2
216_10,1,2,2,2,0,1,1,2,0,2
I10,1,2,2,2,0,1,1,2,0,2
216_9,1,2,2,2,0,1,1,2,0,2
216_8,1,2,2,2,0,1,1,2,0,2
I11,1,0,2,2,0,1,1,2,2,2
I12,1,0,2,2,2,1,1,2,2,2
216_5,1,1,2,2,2,1,1,2,2,2
216_4,1,0,2,2,2,1,1,2,2,2
I13,1,1,2,2,0,1,1,2,2,2
216_7,1,1,2,2,0,1,1,2,2,2
216_6,1,1,2,2,0,1,1,2,2,2
Evolve tree: [&R] (((((216_6:22,216_7:22)I13:39,(216_4:20,216_5:20)I12:41)I11:43,((216_8:18,216_9:18)I10:38,(216_10:10,216_11:10)I9:46)I8:48)I7:45,(((216_17:14,216_18:14)I6:41,(216_15:9,216_16:9)I5:46)I4:45,(216_13:12,216_14:12)I3:88)I2:49)I1:57,216_2:206)I0:9;
