cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,1,0,0,0,0,0,0,0,0,0
I2,1,0,0,0,0,0,2,0,2,0
I3,1,1,0,1,0,2,2,2,2,0
216_28,1,1,0,1,0,2,2,2,2,1
216_29,1,1,0,1,0,2,2,2,2,0
I4,1,0,2,0,2,0,2,2,2,0
I5,1,0,2,0,2,0,2,2,2,0
216_31,1,0,2,2,2,0,2,2,2,0
216_30,1,0,2,0,2,0,2,2,2,0
I6,1,0,2,0,2,2,2,2,2,0
I7,1,0,2,0,2,2,2,2,2,0
216_33,1,0,2,0,2,2,2,2,2,0
216_32,1,0,2,0,2,2,2,2,2,1
I8,1,0,2,0,2,2,2,2,2,0
216_35,1,0,2,0,2,2,2,2,2,0
216_34,1,1,2,0,2,2,2,2,2,0
I9,1,0,2,1,1,0,0,0,0,0
I10,1,0,2,1,1,0,2,0,0,1
I11,1,0,2,1,1,1,2,0,0,1
216_25,1,0,2,1,1,1,2,0,0,1
216_24,1,0,2,1,1,1,2,0,0,1
I12,1,0,2,1,1,0,2,0,0,1
216_27,1,0,2,1,1,1,2,2,0,1
216_26,1,0,2,1,1,0,2,0,2,1
I13,1,0,2,1,1,0,0,1,0,0
I14,1,0,2,1,1,0,0,1,0,2
216_21,1,0,2,1,1,1,0,1,0,2
I15,1,2,2,1,1,1,2,1,0,2
216_23,1,2,2,1,1,1,2,1,0,2
216_22,1,2,2,1,1,1,2,1,0,2
I16,1,2,2,1,1,2,0,1,0,0
I17,1,2,2,1,1,2,2,1,0,0
216_20,1,2,2,1,1,2,2,1,0,0
216_19,1,2,2,1,1,2,2,1,0,0
I18,1,2,2,1,1,2,2,1,0,0
216_18,1,2,2,1,1,2,2,1,0,0
216_17,1,2,2,1,1,2,2,1,0,0
I19,2,0,0,0,0,0,0,0,0,0
216_4,2,2,0,2,2,2,2,2,1,0
I20,2,0,0,1,0,0,0,0,2,1
I21,2,0,0,1,0,0,0,0,2,1
216_11,2,0,2,1,0,0,0,2,2,1
216_10,2,0,2,1,0,0,0,2,2,1
I22,2,0,0,1,1,1,0,0,2,1
I23,2,0,0,1,1,1,0,0,2,1
216_7,2,0,0,1,1,1,0,0,2,1
216_6,2,0,0,1,1,1,0,0,2,1
I24,2,0,0,1,1,1,0,0,2,1
216_9,2,0,0,1,1,1,0,0,2,1
216_8,2,0,0,1,1,1,0,0,2,1
Evolve tree: [&R] (((((216_8:7,216_9:7)I24:43,(216_6:6,216_7:6)I23:44)I22:48,(216_10:46,216_11:46)I21:52)I20:104,216_4:202)I19:13,(((((216_17:32,216_18:32)I18:45,(216_19:32,216_20:32)I17:45)I16:36,((216_22:15,216_23:15)I15:49,216_21:64)I14:49)I13:39,((216_26:18,216_27:18)I12:38,(216_24:14,216_25:14)I11:42)I10:96)I9:39,((((216_34:8,216_35:8)I8:41,(216_32:7,216_33:7)I7:42)I6:52,(216_30:46,216_31:46)I5:55)I4:47,(216_29:28,216_28:28)I3:120)I2:43)I1:24)I0;
