cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,1,0,0,1,0,2,0,1,0,1
I2,1,1,0,1,1,2,0,1,0,1
I3,1,1,2,1,1,2,0,1,0,1
216_8,1,1,2,1,1,2,0,1,2,1
I4,1,1,2,1,1,2,0,1,0,1
216_6,1,1,2,1,1,2,2,1,0,1
216_5,1,1,2,1,1,2,0,1,0,1
I5,1,1,0,1,1,2,0,1,0,1
I6,1,1,0,1,1,2,0,1,0,1
216_4,1,1,0,1,1,2,0,1,0,1
216_3,1,1,2,1,1,2,0,1,0,1
I7,1,1,0,1,1,2,2,1,0,1
216_2,1,1,0,1,1,2,2,1,0,1
216_1,1,1,0,1,1,2,2,1,0,1
I8,1,0,0,1,2,2,0,1,0,1
I9,1,1,1,1,2,2,0,1,2,1
I10,1,1,1,1,2,2,0,1,2,1
216_12,1,1,1,1,2,2,0,1,2,1
216_11,1,1,1,1,2,2,1,1,2,1
I11,1,1,1,1,2,2,0,1,2,1
216_14,1,1,1,1,2,2,0,1,2,1
216_13,1,1,1,1,2,2,0,1,2,1
I12,1,0,0,1,2,2,1,1,0,1
216_15,1,0,0,1,2,2,1,1,0,1
I13,1,0,0,1,2,2,1,1,1,1
216_18,1,0,0,1,2,2,1,1,1,1
216_17,1,0,0,1,2,2,1,1,1,1
I14,0,0,0,0,0,0,2,0,0,2
I15,2,0,0,0,0,0,2,0,0,2
I16,2,0,0,0,0,0,2,0,0,2
216_28,2,0,0,0,2,0,2,1,0,2
216_27,2,0,0,0,0,1,2,0,0,2
I17,2,0,2,0,0,0,2,2,0,2
216_30,2,1,2,2,0,0,2,2,0,2
216_29,2,0,2,0,0,0,2,2,1,2
I18,0,2,0,0,0,0,2,0,2,2
I19,0,2,2,0,0,2,2,1,2,2
I20,0,2,2,0,2,2,2,1,2,2
216_26,2,2,2,0,2,2,2,1,2,2
216_25,0,2,2,0,2,2,2,1,2,2
I21,0,2,2,0,0,2,2,1,2,2
216_24,0,2,2,0,0,2,2,1,2,2
216_23,0,2,2,0,0,2,2,1,2,2
I22,0,2,0,0,0,2,2,0,2,2
I23,0,2,0,0,0,2,2,2,2,2
216_22,0,2,0,0,0,2,2,2,2,2
216_21,0,2,0,0,0,2,2,2,2,2
I24,0,2,1,0,1,2,2,2,2,2
216_20,0,2,1,0,1,2,2,2,2,2
216_19,0,2,1,0,1,2,2,2,2,2
Evolve tree: [&R] (((((216_19:38,216_20:38)I24:46,(216_21:35,216_22:35)I23:49)I22:49,((216_23:37,216_24:37)I21:43,(216_25:27,216_26:27)I20:53)I19:53)I18:45,((216_29:43,216_30:43)I17:43,(216_27:41,216_28:41)I16:45)I15:92)I14:37,((((216_17:29,216_18:29)I13:52,216_15:81)I12:46,((216_13:8,216_14:8)I11:35,(216_11:7,216_12:7)I10:36)I9:84)I8:49,(((216_1:31,216_2:31)I7:45,(216_3:30,216_4:30)I6:46)I5:43,((216_5:29,216_6:29)I4:41,216_8:70)I3:49)I2:57)I1:39)I0;
