cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,2,1,0,0,0,0,0,2,0
I1,2,2,1,0,1,2,0,2,2,0
I2,2,2,1,0,1,2,0,2,2,0
I3,2,2,1,0,1,2,0,2,2,0
216_20,2,2,1,0,1,2,1,2,2,0
216_19,2,2,1,0,1,2,0,2,2,1
I4,2,2,1,0,1,2,0,2,2,0
216_22,2,2,1,0,1,2,0,2,2,0
216_21,2,2,1,0,1,2,0,2,2,2
I5,2,2,1,0,1,2,0,2,2,0
216_15,2,2,1,0,1,2,0,2,2,0
I6,2,2,1,0,1,2,0,2,2,0
216_18,2,2,1,0,1,2,0,2,2,0
216_17,2,2,1,0,1,2,0,2,2,0
I7,0,2,1,0,0,0,0,0,2,0
I8,0,2,1,0,0,0,0,0,2,1
216_13,0,2,1,1,0,0,0,0,2,1
I9,2,2,1,0,0,2,0,0,2,1
216_12,2,2,1,0,0,2,0,0,2,1
216_11,2,2,1,0,0,2,0,0,2,1
I10,0,2,1,0,1,0,0,0,2,0
216_8,0,2,1,0,1,0,0,0,2,0
I11,0,2,1,0,1,0,0,0,2,1
216_10,0,2,1,0,1,0,0,0,2,1
216_9,1,2,1,0,1,0,0,0,2,1
Evolve tree: [&R] ((((216_9:14,216_10:14)I11:38,216_8:52)I10:40,((216_11:7,216_12:7)I9:45,216_13:52)I8:40)I7:41,(((216_17:11,216_18:11)I6:40,216_15:51)I5:40,((216_21:15,216_22:15)I4:36,(216_19:13,216_20:13)I3:38)I2:40)I1:42)I0:82;
