cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49
216_7,2,1,1,0,2,0,1,2,2,1,0,1,1,1,0,1,0,2,1,0,2,2,2,1,1,2,2,0,1,1,0,2,2,2,2,1,2,1,0,2,2,1,1,2,2,1,1,1,2,2
216_6,2,1,1,0,2,2,1,2,2,1,0,1,1,1,0,1,0,2,1,0,2,2,2,1,1,2,2,0,1,1,0,2,2,2,2,1,2,1,0,2,2,1,1,2,2,1,1,1,2,2
216_3,0,1,1,0,2,0,1,2,2,1,1,1,1,1,0,0,0,2,1,0,2,0,2,1,1,1,2,0,1,1,2,0,2,2,2,1,2,2,1,0,0,1,0,2,2,1,1,1,0,2
216_1,0,1,1,0,2,0,1,2,2,1,0,1,1,1,1,0,1,2,1,0,2,0,2,1,1,0,2,1,1,1,2,0,2,2,2,1,2,0,0,0,0,0,0,2,2,1,1,1,0,2
216_10,2,1,1,2,2,2,1,0,2,1,0,1,1,0,0,1,1,2,1,0,0,0,2,1,0,0,0,2,1,0,1,1,0,0,2,0,2,0,1,0,0,0,0,2,2,0,1,2,2,1
216_9,2,1,1,2,2,1,1,1,2,1,0,1,1,0,1,1,1,2,1,0,0,2,2,1,0,0,0,2,1,0,1,0,0,1,2,0,2,0,1,0,0,0,0,2,2,0,0,2,2,1
216_8,2,1,1,2,2,1,1,1,2,1,0,1,1,0,1,1,1,2,1,0,0,2,2,1,0,0,0,2,1,0,1,0,0,1,2,0,2,0,1,0,0,0,0,2,2,0,0,2,2,1
216_14,2,1,1,1,2,0,1,2,2,1,1,1,1,0,0,1,0,2,1,0,2,2,2,1,2,0,2,2,1,2,1,1,0,2,2,2,2,2,0,0,0,0,1,2,2,0,1,0,2,1
216_13,2,1,1,1,2,0,1,2,2,1,1,1,1,0,0,1,0,2,1,0,2,2,2,1,2,0,2,2,1,2,1,1,0,2,2,2,2,2,0,0,0,0,1,2,2,0,1,0,2,1
216_12,2,1,1,1,2,0,1,0,2,1,1,1,1,0,0,1,0,2,1,0,2,2,2,1,2,1,0,2,1,1,1,1,0,2,2,0,2,0,0,2,2,0,0,2,2,0,1,0,2,1
216_11,2,1,1,1,2,0,1,0,2,1,1,1,1,0,0,1,0,2,1,0,0,2,2,1,2,1,0,2,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,2,2,1,1,0,2,1
216_42,1,0,1,0,0,2,2,2,1,1,0,2,2,2,0,0,1,1,0,0,2,2,0,0,0,1,1,2,1,1,2,1,2,0,2,1,2,2,2,1,2,2,0,1,0,2,2,0,1,2
216_41,1,0,1,0,0,2,2,2,1,1,0,2,2,2,0,0,1,1,0,0,2,2,0,0,0,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,0,2,2,0,1,2
216_40,1,0,1,0,0,0,2,2,1,1,0,2,2,2,0,1,1,1,0,0,2,2,0,0,0,1,1,2,1,1,2,1,2,0,2,1,2,2,2,1,2,2,0,1,0,2,2,0,1,2
216_39,1,0,1,0,0,0,2,2,1,1,0,2,2,2,0,1,1,1,0,0,2,2,0,0,0,1,1,2,1,1,2,1,2,0,2,1,2,2,2,1,2,2,0,1,0,2,2,0,1,2
216_46,1,0,1,0,0,0,2,2,1,1,2,2,2,2,0,0,1,0,2,2,2,2,2,0,0,1,1,2,1,1,2,0,2,2,2,1,2,2,2,1,2,2,2,1,0,0,2,1,1,2
216_45,1,0,1,0,0,0,2,2,1,1,2,2,2,2,0,0,1,0,2,2,2,2,2,0,0,1,1,2,1,1,2,0,2,2,2,1,2,2,2,1,2,2,2,1,0,0,2,1,1,2
216_44,1,1,1,0,0,0,2,2,1,1,0,2,2,2,0,0,1,0,0,2,2,2,2,0,0,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,0,0,2,1,1,2
216_43,1,1,1,0,0,0,2,2,1,1,0,2,2,2,0,0,1,0,0,2,2,2,2,0,0,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,0,0,2,1,1,2
216_36,1,0,0,2,0,2,1,2,0,0,2,2,2,2,2,1,1,2,0,2,2,2,2,1,2,2,1,2,1,1,1,0,1,0,2,1,2,2,2,0,2,1,2,1,1,2,1,2,1,0
216_35,1,0,0,2,0,2,1,2,0,0,2,2,2,2,2,1,1,2,0,2,2,2,2,1,2,2,1,2,1,1,1,0,1,0,2,1,2,2,2,0,2,1,2,1,1,2,1,2,1,0
216_32,1,0,2,1,0,0,1,2,2,1,2,0,2,2,2,0,1,1,0,2,2,2,2,1,2,1,1,2,1,1,0,0,2,0,2,1,2,2,2,0,2,1,2,1,1,2,1,2,1,1
216_31,1,2,2,1,0,0,1,2,2,1,2,2,2,2,2,0,1,1,0,2,2,2,2,1,2,1,1,2,1,1,0,0,0,0,2,1,2,2,2,0,2,1,2,1,1,2,1,2,1,1
216_26,1,2,2,0,2,1,0,0,1,0,1,1,0,2,1,2,1,2,0,0,1,2,1,1,1,1,2,2,0,1,0,2,1,0,1,0,0,1,0,2,1,1,1,1,0,2,2,1,0,0
216_27,0,0,2,1,2,1,0,0,1,2,1,1,0,2,1,2,1,2,0,0,0,0,1,1,2,1,0,0,2,1,0,2,1,0,1,2,0,2,1,2,1,1,2,1,0,0,0,1,0,2
216_30,0,0,2,1,2,1,0,0,1,0,1,0,0,2,1,2,1,2,0,0,0,0,1,1,2,1,1,2,2,1,1,2,1,0,1,2,0,0,0,2,1,1,2,1,0,2,0,1,0,0
216_29,0,0,2,1,2,1,0,2,1,0,1,0,0,2,1,2,1,2,0,0,0,0,1,1,2,1,1,2,2,1,1,2,1,0,1,2,0,0,0,2,1,1,2,1,0,2,0,1,0,0
216_22,1,0,2,0,2,2,2,0,2,0,1,0,1,2,1,1,1,2,0,0,2,1,0,2,1,1,2,2,2,1,2,2,1,2,1,0,2,0,0,1,1,1,0,1,2,0,0,1,2,0
216_21,1,0,2,0,2,2,2,0,2,0,1,0,1,2,1,1,1,2,0,0,2,1,0,2,1,1,2,2,2,1,2,2,1,2,1,0,2,0,0,1,1,1,0,1,2,0,0,1,2,0
216_20,1,0,2,0,2,2,2,1,2,1,1,0,1,2,1,0,1,2,0,1,2,1,0,0,0,2,2,2,2,1,2,2,1,2,1,0,2,1,0,1,1,1,0,1,2,2,0,0,2,0
