cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,1,1,0
I1,0,2,0,2,1,0,2,1,1,0
I2,0,2,0,2,1,0,2,1,1,0
I3,2,2,0,2,1,2,2,1,1,1
216_25,2,2,1,2,1,2,2,1,1,1
216_28,2,2,2,2,1,2,2,1,1,1
I4,0,2,0,2,1,0,2,1,1,0
I5,1,2,2,2,1,0,2,1,1,1
216_24,1,2,2,2,1,0,2,1,1,1
216_23,1,2,2,2,1,0,2,1,1,1
I6,1,2,2,2,1,0,2,1,1,0
216_22,1,2,2,2,1,0,2,1,1,0
216_21,1,2,2,2,1,0,2,1,1,0
I7,1,2,1,2,1,0,2,1,1,2
I8,1,2,1,2,1,0,2,1,1,2
216_16,1,2,1,2,1,0,2,1,1,2
216_17,1,2,1,2,1,0,2,1,1,2
I9,1,2,1,2,1,0,2,1,1,2
216_18,1,2,1,2,1,0,2,1,1,2
I10,1,2,1,2,1,2,2,1,1,2
216_20,1,2,1,2,1,2,2,1,1,2
216_19,1,2,1,2,1,2,2,1,1,2
I11,0,0,0,0,0,0,1,1,1,0
I12,0,0,0,0,0,0,1,1,1,0
I13,0,2,0,2,0,0,1,1,1,2
216_6,0,2,0,2,0,0,1,1,1,2
216_7,2,2,0,2,0,0,1,1,1,2
I14,0,0,0,0,0,2,1,1,1,0
I15,0,2,0,0,0,2,1,1,1,0
216_2,0,2,0,0,0,2,1,1,1,0
216_1,0,2,0,0,0,2,1,1,1,0
I16,0,1,0,0,2,2,1,1,1,0
216_4,0,1,0,0,2,2,1,1,1,0
216_3,0,1,0,2,2,2,1,1,1,0
I17,2,0,1,0,0,0,1,1,1,0
I18,2,0,1,2,0,0,1,1,1,0
216_8,2,0,1,2,0,0,1,1,1,0
I19,2,0,1,2,0,0,1,1,1,0
216_10,2,0,1,2,0,0,1,1,1,0
216_9,2,0,1,2,0,0,1,1,1,0
I20,2,2,1,2,0,0,1,1,1,0
216_12,2,2,1,2,1,0,1,1,1,0
216_14,2,2,1,2,0,0,1,1,1,1
Evolve tree: [&R] ((((216_14:56,216_12:56)I20:46,((216_9:9,216_10:9)I19:45,216_8:54)I18:48)I17:44,(((216_3:14,216_4:14)I16:37,(216_1:8,216_2:8)I15:43)I14:46,(216_7:45,216_6:45)I13:52)I12:49)I11:51,((((216_19:4,216_20:4)I10:51,216_18:55)I9:44,(216_17:48,216_16:48)I8:51)I7:45,(((216_21:7,216_22:7)I6:43,(216_23:2,216_24:2)I5:48)I4:48,(216_28:46,216_25:46)I3:52)I2:46)I1:53)I0:18;
