cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,1,0,2,0,2,1,0,0,0
I1,2,1,0,2,0,2,1,0,2,2
I2,2,1,0,2,0,2,1,0,2,2
216_4,2,1,0,2,0,2,1,0,2,2
216_3,2,1,0,2,0,2,1,0,2,2
I3,2,1,0,2,1,2,1,0,2,2
216_2,2,1,0,2,1,2,1,0,2,2
216_1,2,1,0,2,1,2,1,0,2,2
I4,0,1,0,2,1,2,1,0,1,0
I5,0,1,0,2,1,2,1,0,1,2
I6,0,1,0,2,1,2,1,2,1,2
216_8,0,1,0,2,1,2,1,2,1,2
216_7,0,1,0,2,1,2,1,2,1,2
I7,2,1,0,2,1,2,1,0,1,2
216_10,2,1,0,2,1,2,1,0,1,2
216_9,2,1,0,2,1,2,1,0,1,2
I8,1,1,2,2,1,2,1,0,1,0
216_6,1,1,2,2,1,2,1,0,1,0
216_5,1,1,2,2,1,2,1,0,1,1
Evolve tree: [&R] (((216_5:61,216_6:61)I8:63,((216_9:5,216_10:5)I7:46,(216_7:4,216_8:4)I6:47)I5:73)I4:55,((216_1:14,216_2:14)I3:55,(216_3:3,216_4:3)I2:66)I1:110)I0:36;
