cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,1,0,0,0,2,0,0,0,2
I1,1,1,0,0,0,2,0,0,2,2
I2,1,1,0,0,0,2,0,0,2,2
216_15,1,1,0,0,0,2,0,0,2,2
216_14,1,1,0,2,0,2,0,0,2,2
I3,1,1,0,0,2,2,0,0,2,2
216_13,1,1,0,0,2,2,0,0,2,2
216_12,1,1,0,0,2,2,2,1,2,2
I4,0,1,0,0,2,2,2,0,0,2
I5,0,1,1,2,2,2,2,2,1,2
216_1,0,1,1,2,2,2,2,2,1,2
I6,1,1,1,2,2,2,2,2,1,2
216_3,1,1,1,2,2,2,2,2,1,2
216_2,1,1,1,2,2,2,2,2,1,2
I7,0,1,2,0,2,2,2,0,0,2
I8,0,1,2,1,2,2,2,1,2,2
216_5,0,1,2,1,2,2,2,1,2,2
216_4,0,1,2,1,2,2,2,1,2,2
I9,0,1,2,0,2,2,2,0,0,2
216_7,0,1,2,0,2,2,2,0,0,2
216_6,0,1,2,0,2,2,2,0,0,2
Evolve tree: [&R] ((((216_6:11,216_7:11)I9:47,(216_4:2,216_5:2)I8:56)I7:49,((216_2:4,216_3:4)I6:47,216_1:51)I5:56)I4:47,((216_12:11,216_13:11)I3:55,(216_14:9,216_15:9)I2:57)I1:88)I0:61;
