cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,1,1,0,2,1,0,2,0
I2,0,0,1,1,1,2,1,1,2,0
216_12,0,0,1,1,1,2,1,1,2,0
216_11,0,0,1,1,1,2,1,1,2,0
I3,0,0,1,1,2,2,1,0,2,2
216_10,0,0,1,1,2,2,1,0,2,2
216_9,0,0,1,1,2,2,1,0,2,2
I4,2,0,0,0,0,0,0,0,0,0
I5,2,0,0,2,0,0,0,1,0,0
I6,2,0,0,2,0,0,0,1,0,0
216_6,2,2,0,2,0,0,0,1,0,0
216_5,2,2,0,2,0,0,0,1,0,0
I7,2,0,0,2,1,0,0,1,0,0
216_8,2,2,0,2,1,0,0,1,0,0
216_7,2,1,0,2,1,0,0,1,0,0
I8,2,1,0,0,2,0,1,0,1,0
I9,2,1,0,1,2,0,1,0,1,0
216_4,2,1,0,1,2,0,1,1,1,0
216_3,2,1,0,1,2,0,1,0,1,1
I10,2,1,2,0,2,2,1,1,1,1
216_2,2,1,2,0,2,2,1,1,1,1
216_1,2,1,2,0,2,2,1,1,1,1
Evolve tree: [&R] ((((216_1:44,216_2:44)I10:51,(216_3:43,216_4:43)I9:52)I8:44,((216_7:34,216_8:34)I7:57,(216_5:33,216_6:33)I6:58)I5:48)I4:47,((216_9:13,216_10:13)I3:43,(216_11:10,216_12:10)I2:46)I1:130)I0:29;
