cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,1,0,0,0,0
I1,1,0,0,1,0,1,0,2,0,2
I2,1,2,0,1,2,1,1,2,0,2
I3,1,2,0,1,2,1,1,2,2,2
216_15,1,2,0,1,2,1,1,2,2,2
216_14,1,2,0,1,2,1,1,2,2,2
I4,1,2,0,1,2,1,1,2,2,2
216_13,1,2,1,1,2,1,1,2,2,2
216_12,1,2,0,1,2,1,1,2,2,2
I5,1,0,0,1,1,1,0,2,2,2
216_11,1,0,0,1,1,1,0,2,2,2
I6,1,0,0,1,1,1,0,2,2,2
216_10,1,0,0,1,1,1,0,2,2,2
216_9,1,0,0,1,1,1,0,2,2,2
I7,0,0,0,0,0,1,1,0,1,1
I8,2,0,0,2,2,1,1,0,1,1
I9,2,0,0,2,2,1,1,0,1,1
216_6,2,0,0,2,2,1,1,0,1,1
216_5,2,0,0,2,2,1,1,0,1,1
I10,2,0,0,2,2,1,1,0,1,1
216_8,2,0,0,2,2,1,1,0,1,1
216_7,2,0,0,2,2,1,1,0,1,1
I11,2,0,0,0,0,1,1,0,1,1
I12,2,0,0,0,0,1,1,2,1,1
216_2,2,0,0,0,0,1,1,2,1,1
216_1,2,0,0,0,0,1,1,2,1,1
I13,2,0,0,2,0,1,1,0,1,1
216_4,2,0,0,2,0,1,1,0,1,1
216_3,2,0,0,2,0,1,1,0,1,1
Evolve tree: [&R] ((((216_3:14,216_4:14)I13:41,(216_1:13,216_2:13)I12:42)I11:47,((216_7:9,216_8:9)I10:46,(216_5:8,216_6:8)I9:47)I8:47)I7:53,(((216_9:3,216_10:3)I6:44,216_11:47)I5:46,((216_12:2,216_13:2)I4:42,(216_14:1,216_15:1)I3:43)I2:49)I1:62)I0:60;
