cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,1,0,0,0,0,0,0,0,0,0
I1,1,2,0,0,2,1,0,0,1,2
I2,1,2,0,0,2,1,0,0,1,2
216_2,1,2,0,0,2,1,0,0,1,2
216_1,1,2,0,0,2,1,0,0,1,2
I3,1,2,0,0,2,1,0,1,1,2
216_4,1,2,0,0,2,1,0,1,1,2
216_3,1,2,0,0,2,1,0,1,1,2
I4,1,1,0,2,0,0,0,2,0,0
I5,1,1,0,2,0,0,2,2,0,0
216_14,1,1,1,2,1,0,2,2,0,0
216_13,1,1,0,2,0,2,2,2,0,0
I6,1,1,0,2,1,2,0,2,0,0
I7,1,1,0,2,1,2,2,2,0,0
216_12,1,1,0,2,1,2,2,2,0,0
216_11,1,1,0,2,1,2,2,2,0,0
I8,1,1,0,2,1,2,2,2,0,0
216_10,1,1,0,2,1,2,2,2,0,0
216_9,1,1,0,2,1,2,2,2,0,0
Evolve tree: [&R] ((((216_9:4,216_10:4)I8:45,(216_11:3,216_12:3)I7:46)I6:49,(216_13:43,216_14:43)I5:55)I4:58,((216_3:11,216_4:11)I3:41,(216_1:9,216_2:9)I2:43)I1:104)I0:59;
