cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,2,0,0,0,0
I1,0,0,1,0,0,2,0,0,2,2
I2,0,0,1,0,0,2,0,0,2,2
I3,0,0,1,1,1,2,0,2,2,2
216_16,0,0,1,1,1,2,0,2,2,2
216_15,0,0,1,1,1,2,0,2,2,2
I4,0,1,1,0,0,2,0,2,2,2
216_18,1,1,1,0,0,2,0,2,2,2
216_17,0,1,1,0,0,2,0,2,2,2
I5,2,0,1,0,0,2,1,0,2,2
I6,2,0,1,0,2,2,1,0,2,2
216_21,2,0,1,2,2,2,1,0,2,2
216_20,2,0,1,0,2,2,1,0,2,2
I7,2,0,1,0,0,2,1,0,2,2
216_24,2,0,1,2,1,2,1,0,2,2
I8,2,0,1,0,0,2,1,0,2,2
216_23,2,0,1,0,0,2,1,0,2,2
216_22,2,0,1,0,0,2,1,0,2,2
I9,2,0,0,0,0,2,2,0,0,1
I10,2,2,0,2,2,2,2,0,0,1
I11,2,2,0,2,2,2,2,2,1,1
216_6,2,2,0,2,2,2,2,2,1,1
216_7,2,2,0,2,2,2,2,2,1,1
I12,2,2,2,2,2,2,2,0,2,1
216_1,2,2,2,2,2,2,2,0,2,1
216_3,2,2,2,2,2,2,2,1,2,1
I13,2,0,0,0,0,2,2,0,0,1
I14,2,0,2,0,0,2,2,0,1,1
I15,2,1,2,0,0,2,2,0,1,1
216_14,2,1,2,0,0,2,2,0,1,1
216_13,2,1,2,0,0,2,2,0,1,1
I16,2,0,2,2,1,2,2,0,1,1
216_12,2,0,2,2,1,2,2,0,1,1
216_11,2,0,2,2,1,2,2,0,1,1
I17,2,0,0,0,0,2,2,0,2,1
216_10,2,0,1,0,0,2,2,1,2,1
I18,2,2,2,0,0,2,2,1,2,1
216_9,2,2,2,0,0,2,2,1,2,1
216_8,2,2,2,0,0,2,2,1,2,1
Evolve tree: [&R] (((((216_8:3,216_9:3)I18:39,216_10:42)I17:47,((216_11:5,216_12:5)I16:36,(216_13:3,216_14:3)I15:38)I14:48)I13:51,((216_3:40,216_1:40)I12:44,(216_7:39,216_6:39)I11:45)I10:56)I9:52,((((216_22:8,216_23:8)I8:33,216_24:41)I7:47,(216_20:13,216_21:13)I6:75)I5:50,((216_17:38,216_18:38)I4:43,(216_15:35,216_16:35)I3:46)I2:57)I1:54)I0:23;
