cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,1
I1,0,0,0,0,2,0,0,0,0,1
I2,1,0,0,0,2,0,0,2,2,1
216_12,1,0,0,0,2,0,0,2,2,1
216_11,1,2,0,0,2,1,2,2,2,1
I3,0,0,0,0,2,1,0,0,1,1
I4,2,1,0,0,2,1,0,0,1,1
216_8,2,1,0,0,2,1,0,0,1,1
216_7,2,1,1,0,2,1,0,0,1,1
I5,0,0,0,0,2,1,0,0,1,1
216_10,0,0,0,1,2,1,0,0,1,1
216_9,0,0,2,0,2,1,0,0,1,1
I6,0,1,0,0,0,0,0,0,0,1
I7,0,1,1,0,0,0,2,0,0,1
216_2,0,1,1,0,2,2,2,0,0,1
216_1,0,1,1,1,1,0,2,0,0,1
I8,0,1,0,0,1,0,2,0,2,1
I9,0,1,0,0,1,0,2,0,2,1
216_6,0,1,0,0,1,0,2,0,2,1
216_5,1,1,0,0,1,0,2,0,2,1
I10,0,1,0,0,1,0,2,0,2,1
216_4,0,1,0,0,1,0,2,0,2,1
216_3,0,1,0,0,1,0,2,0,2,1
Evolve tree: [&R] ((((216_3:13,216_4:13)I10:46,(216_5:8,216_6:8)I9:51)I8:84,(216_1:48,216_2:48)I7:95)I6:47,(((216_9:22,216_10:22)I5:54,(216_7:18,216_8:18)I4:58)I3:64,(216_11:19,216_12:19)I2:121)I1:50)I0:25;
